pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim
5.32784157,0.00004290,-0.00004290,0,,,,0,,,,0
31.82764900,0.00013550,-0.00013550,0,,,,0,,,,0
,,,,1.877,0.405,-0.266,0,,,,
31.82763672,0.00000428,-0.00000428,0,,,,,,,,
31.82771110,0.00012190,-0.00012190,0,1.740,0.180,-0.170,0,118.100000,52.600000,-52.600000,0
31.82771110,0.00012190,-0.00012190,0,1.740,0.180,-0.170,0,118.100000,52.600000,-52.600000,0
31.82771110,0.00012190,-0.00012190,0,1.770,0.350,-0.190,0,,,,
31.82771110,0.00012190,-0.00012190,0,1.740,0.180,-0.170,0,118.100000,52.600000,-52.600000,0
31.82764900,0.00013550,-0.00013550,0,4.980,0.790,-3.150,0,97.300000,42.900000,-42.900000,0
31.17498523,0.00000775,-0.00000775,0,,,,,,,,
31.17483110,0.00021310,-0.00021310,0,1.310,0.400,-0.140,0,63.650000,4.300000,-4.300000,0
31.17504480,0.00021570,-0.00021570,0,1.380,0.540,-0.120,0,57.700000,22.300000,-22.300000,0
31.17504480,0.00021570,-0.00021570,0,1.380,0.540,-0.120,0,57.700000,22.300000,-22.300000,0
31.17498460,0.00021435,-0.00021435,0,,,,,,,,
,,,,1.395,0.088,-0.077,0,,,,
31.17504480,0.00021570,-0.00021570,0,1.550,0.270,-0.170,0,,,,
31.17504480,0.00021570,-0.00021570,0,1.380,0.540,-0.120,0,57.700000,22.300000,-22.300000,0
31.17483110,0.00021310,-0.00021310,0,,,,0,,,,0
47.05710359,0.00014885,-0.00014885,0,,,,,,,,
47.05690430,0.00018350,-0.00018350,0,2.990,0.660,-0.220,0,70.150000,2.600000,-2.600000,0
47.05670887,0.00000442,-0.00000442,0,,,,,,,,
47.05684760,0.00018960,-0.00018960,0,,,,0,,,,0
,,,,3.075,0.273,-0.232,0,,,,
47.05690430,0.00018350,-0.00018350,0,3.300,0.310,-0.250,0,,,,
47.05690430,0.00018350,-0.00018350,0,2.990,0.660,-0.220,0,70.150000,2.600000,-2.600000,0
47.05690430,0.00018350,-0.00018350,0,2.990,0.660,-0.220,0,70.150000,2.600000,-2.600000,0
47.05684760,0.00018960,-0.00018960,0,2.840,0.470,-0.220,0,71.220000,2.700000,-2.700000,0
8.23984869,0.00003988,-0.00003988,0,1.730,0.410,-0.190,0,,,,
8.23983041,0.00004005,-0.00004005,0,2.350,0.380,-0.470,0,11.379000,0.885000,-0.885000,0
,,,,2.794,0.215,-0.185,0,,,,
8.23989847,0.00000838,-0.00000838,0,,,,,,,,
8.23984869,0.00003988,-0.00003988,0,1.590,0.650,-0.160,0,11.210000,1.200000,-1.200000,0
8.23984869,0.00003988,-0.00003988,0,1.590,0.650,-0.160,0,11.210000,1.200000,-1.200000,0
8.23983041,0.00004005,-0.00004005,0,,,,0,,,,0
8.23977161,0.00005875,-0.00005875,0,,,,,,,,
8.23984869,0.00003988,-0.00003988,0,1.590,0.650,-0.160,0,11.210000,1.200000,-1.200000,0
3.54553077,0.00002158,-0.00002158,0,,,,0,,,,0
3.54549347,0.00003081,-0.00003081,0,,,,,,,,
3.54553077,0.00002158,-0.00002158,0,1.620,0.270,-0.320,0,6.563000,0.893000,-0.893000,0
3.54553021,0.00002273,-0.00002273,0,1.150,0.250,-0.130,0,,,,
3.54553021,0.00002273,-0.00002273,0,1.070,0.440,-0.110,0,6.260000,1.300000,-1.300000,0
3.54553021,0.00002273,-0.00002273,0,1.070,0.440,-0.110,0,6.260000,1.300000,-1.300000,0
3.54553021,0.00002273,-0.00002273,0,1.070,0.440,-0.110,0,6.260000,1.300000,-1.300000,0
,,,,1.930,0.164,-0.139,0,,,,
19.59061030,0.00013180,-0.00013180,0,2.640,0.440,-0.530,0,19.270000,7.200000,-7.200000,0
19.59061670,0.00011550,-0.00011550,0,1.700,0.710,-0.160,0,22.720000,1.400000,-1.400000,0
19.59061670,0.00011550,-0.00011550,0,1.700,0.710,-0.160,0,22.720000,1.400000,-1.400000,0
19.59061670,0.00011550,-0.00011550,0,1.700,0.710,-0.160,0,22.720000,1.400000,-1.400000,0
19.59060056,0.00001161,-0.00001161,0,,,,,,,,
19.59061030,0.00013180,-0.00013180,0,,,,0,,,,0
19.59059906,,,0,3.332,,,0,,,,
21.86356295,0.00000769,-0.00000769,0,,,,,,,,
21.86353010,0.00012190,-0.00012190,0,2.500,0.690,-0.190,0,43.400000,21.000000,-21.000000,0
21.86353010,0.00012190,-0.00012190,0,2.800,0.370,-0.260,0,,,,
21.86346380,0.00030240,-0.00030240,0,2.370,0.440,-0.190,0,42.300000,17.800000,-17.800000,0
,,,,2.514,0.252,-0.339,0,,,,
21.86353010,0.00012190,-0.00012190,0,2.500,0.690,-0.190,0,43.400000,21.000000,-21.000000,0
21.86355817,0.00014912,-0.00014912,0,,,,,,,,
21.86346380,0.00030240,-0.00030240,0,,,,0,,,,0
21.86353010,0.00012190,-0.00012190,0,2.500,0.690,-0.190,0,43.400000,21.000000,-21.000000,0
12.61196850,0.00029830,-0.00029830,0,1.330,0.240,-0.250,0,10.880000,5.400000,-5.400000,0
12.61105742,0.00015108,-0.00015108,0,,,,,,,,
12.61196850,0.00029830,-0.00029830,0,,,,0,,,,0
12.61097080,0.00020130,-0.00020130,0,1.290,0.240,-0.180,0,16.930000,6.400000,-6.400000,0
12.61102000,0.00043000,-0.00043000,0,1.330,0.560,-0.560,0,10.500000,1.200000,-1.200000,0
12.61097080,0.00020130,-0.00020130,0,1.290,0.240,-0.180,0,16.930000,6.400000,-6.400000,0
12.61097080,0.00020130,-0.00020130,0,1.290,0.350,-0.210,0,,,,
12.61058400,0.00022800,-0.00022800,0,1.530,0.310,-0.310,0,,,,
,,,,1.453,0.156,-0.074,0,,,,
12.61097080,0.00020130,-0.00020130,0,1.290,0.240,-0.180,0,16.930000,6.400000,-6.400000,0
33.41605530,0.00031020,-0.00031020,0,2.980,0.550,-0.550,0,11.210000,5.500000,-5.500000,0
33.41573724,0.00000979,-0.00000979,0,,,,,,,,
33.41600340,0.00030380,-0.00030380,0,2.630,0.500,-0.360,0,12.590000,6.200000,-6.200000,0
33.41600340,0.00030380,-0.00030380,0,2.630,0.500,-0.360,0,12.590000,6.200000,-6.200000,0
33.41605530,0.00031020,-0.00031020,0,,,,0,,,,0
,,,,3.262,0.168,-0.655,0,,,,
33.41600279,0.00014452,-0.00014452,0,,,,,,,,
33.41800000,0.00065000,-0.00065000,0,2.270,0.950,-0.950,0,20.000000,2.300000,-2.300000,0
33.41600340,0.00030380,-0.00030380,0,2.780,0.520,-0.690,0,,,,
33.41642300,0.00041600,-0.00041600,0,2.430,0.490,-0.490,0,,,,
33.41600340,0.00030380,-0.00030380,0,2.630,0.500,-0.360,0,12.590000,6.200000,-6.200000,0
16.29509030,0.00019160,-0.00019160,0,1.180,0.330,-0.100,0,33.600000,10.300000,-10.300000,0
16.29509030,0.00019160,-0.00019160,0,1.180,0.330,-0.100,0,33.600000,10.300000,-10.300000,0
16.29512590,0.00019170,-0.00019170,0,,,,0,,,,0
16.29509030,0.00019160,-0.00019160,0,1.180,0.330,-0.100,0,33.600000,10.300000,-10.300000,0
16.29509030,0.00019160,-0.00019160,0,1.070,0.090,-0.080,0,,,,
,,,,1.111,0.060,-0.107,0,,,,
16.29501586,0.00018138,-0.00018138,0,,,,,,,,
16.29512590,0.00019170,-0.00019170,0,1.150,0.040,-0.080,0,29.900000,10.600000,-10.600000,0
,,,,1.262,0.083,-0.099,0,,,,
3.63899398,0.00002002,-0.00002002,0,1.320,0.590,-0.150,0,11.780000,3.900000,-3.900000,0
3.63898953,0.00002132,-0.00002132,0,1.680,0.250,-0.300,0,11.890000,2.400000,-2.400000,0
3.63898953,0.00002132,-0.00002132,0,,,,0,,,,0
3.63899398,0.00002002,-0.00002002,0,1.320,0.590,-0.150,0,11.780000,3.900000,-3.900000,0
3.63899398,0.00002002,-0.00002002,0,1.320,0.590,-0.150,0,11.780000,3.900000,-3.900000,0
3.63901687,0.00002172,-0.00002172,0,,,,,,,,
3.63899398,0.00002002,-0.00002002,0,1.410,0.200,-0.140,0,,,,
11.60446940,0.00010640,-0.00010640,0,1.460,0.650,-0.170,0,26.940000,3.800000,-3.800000,0
11.60446940,0.00010640,-0.00010640,0,1.460,0.650,-0.170,0,26.940000,3.800000,-3.800000,0
11.60448810,0.00011300,-0.00011300,0,1.880,0.280,-0.340,0,26.220000,2.200000,-2.200000,0
11.60446940,0.00010640,-0.00010640,0,1.460,0.650,-0.170,0,26.940000,3.800000,-3.800000,0
11.60449982,,,0,2.244,,,0,,,,
11.60448810,0.00011300,-0.00011300,0,,,,0,,,,0
38.13033240,0.00058450,-0.00058450,0,,,,0,,,,0
38.13128310,0.00057550,-0.00057550,0,1.810,0.870,-0.230,0,28.700000,14.000000,-14.000000,0
38.13128310,0.00057550,-0.00057550,0,1.810,0.870,-0.230,0,28.700000,14.000000,-14.000000,0
38.13128310,0.00057550,-0.00057550,0,1.810,0.870,-0.230,0,28.700000,14.000000,-14.000000,0
,,,,2.001,0.352,-0.150,0,,,,
38.13033240,0.00058450,-0.00058450,0,1.540,0.470,-0.190,0,37.600000,18.000000,-18.000000,0
38.13099171,0.00041006,-0.00041006,0,,,,,,,,
38.13036969,0.00003264,-0.00003264,0,,,,,,,,
38.13128310,0.00057550,-0.00057550,0,1.900,0.760,-0.360,0,,,,
14.42735088,0.00009101,-0.00009101,0,1.530,0.250,-0.130,0,6.190000,3.100000,-3.100000,0
14.42728560,0.00000883,-0.00000883,0,,,,,,,,
14.42735510,0.00008414,-0.00008414,0,1.150,0.210,-0.090,0,27.790000,4.100000,-4.100000,0
14.42735510,0.00008414,-0.00008414,0,1.190,0.090,-0.080,0,,,,
,,,,1.725,0.120,-0.453,0,,,,
14.42735088,0.00009101,-0.00009101,0,,,,0,,,,0
14.42735510,0.00008414,-0.00008414,0,1.150,0.210,-0.090,0,27.790000,4.100000,-4.100000,0
14.42735510,0.00008414,-0.00008414,0,1.150,0.210,-0.090,0,27.790000,4.100000,-4.100000,0
36.43311097,0.00001649,-0.00001649,0,,,,,,,,
,,,,2.096,0.170,-0.148,0,,,,
36.43378670,0.00037770,-0.00037770,0,,,,0,,,,0
36.43334520,0.00032180,-0.00032180,0,2.440,1.370,-0.320,0,67.350000,4.200000,-4.200000,0
36.43381407,0.00026550,-0.00026550,0,,,,,,,,
36.43378670,0.00037770,-0.00037770,0,2.200,0.330,-0.310,0,62.600000,16.500000,-16.500000,0
36.43334520,0.00032180,-0.00032180,0,2.440,1.370,-0.320,0,67.350000,4.200000,-4.200000,0
36.43334520,0.00032180,-0.00032180,0,2.440,1.370,-0.320,0,67.350000,4.200000,-4.200000,0
36.43334520,0.00032180,-0.00032180,0,2.160,0.440,-0.230,0,,,,
82.17519700,0.00112600,-0.00112600,0,,,,0,,,,0
82.17587878,0.00001689,-0.00001689,0,,,,,,,,
82.17737400,0.00115000,-0.00115000,0,2.200,0.820,-0.200,0,68.000000,15.800000,-15.800000,0
82.17737400,0.00115000,-0.00115000,0,2.920,0.990,-0.460,0,,,,
82.17737400,0.00115000,-0.00115000,0,2.200,0.820,-0.200,0,68.000000,15.800000,-15.800000,0
82.17519700,0.00112600,-0.00112600,0,2.240,0.680,-0.230,0,74.010000,2.000000,-2.000000,0
82.17737400,0.00115000,-0.00115000,0,2.200,0.820,-0.200,0,68.000000,15.800000,-15.800000,0
82.17502561,0.00055218,-0.00055218,0,,,,,,,,
,,,,2.761,0.286,-0.255,0,,,,
10.35856873,0.00007868,-0.00007868,0,,,,,,,,
,,,,1.284,0.130,-0.111,0,,,,
10.35863224,0.00005885,-0.00005885,0,1.800,0.710,-0.210,0,31.180000,4.800000,-4.800000,0
10.35863224,0.00005885,-0.00005885,0,1.800,0.710,-0.210,0,31.180000,4.800000,-4.800000,0
10.35857039,0.00006258,-0.00006258,0,1.680,0.500,-0.220,0,31.090000,4.300000,-4.300000,0
10.35863224,0.00005885,-0.00005885,0,1.800,0.710,-0.210,0,31.180000,4.800000,-4.800000,0
10.35863224,0.00005885,-0.00005885,0,1.670,0.370,-0.130,0,,,,
10.35857039,0.00006258,-0.00006258,0,,,,0,,,,0
11.55530021,0.00008098,-0.00008098,0,1.180,0.090,-0.090,0,,,,
,,,,2.152,0.165,-0.600,0,,,,
11.55530021,0.00008098,-0.00008098,0,1.260,1.230,-0.130,0,30.920000,7.200000,-7.200000,0
11.55638904,0.00007882,-0.00007882,0,,,,,,,,
11.55532445,0.00007610,-0.00007610,0,,,,0,,,,0
11.55530021,0.00008098,-0.00008098,0,1.260,1.230,-0.130,0,30.920000,7.200000,-7.200000,0
11.55530021,0.00008098,-0.00008098,0,1.260,1.230,-0.130,0,30.920000,7.200000,-7.200000,0
11.55532445,0.00007610,-0.00007610,0,1.700,0.210,-0.180,0,8.700000,4.300000,-4.300000,0
26.08376601,0.00037108,-0.00037108,0,,,,,,,,
26.08405940,0.00051210,-0.00051210,0,1.730,0.470,-0.190,0,,,,
26.08412120,0.00050570,-0.00050570,0,,,,0,,,,0
26.08405940,0.00051210,-0.00051210,0,1.400,0.600,-0.090,0,29.760000,6.200000,-6.200000,0
26.08412120,0.00050570,-0.00050570,0,1.350,0.410,-0.100,0,32.800000,11.300000,-11.300000,0
26.08405940,0.00051210,-0.00051210,0,1.400,0.600,-0.090,0,29.760000,6.200000,-6.200000,0
26.08405940,0.00051210,-0.00051210,0,1.400,0.600,-0.090,0,29.760000,6.200000,-6.200000,0
,,,,2.262,0.245,-0.222,0,,,,
14.53260546,0.00004381,-0.00004381,0,1.690,0.510,-0.170,0,46.340000,4.900000,-4.900000,0
14.53255917,0.00000444,-0.00000444,0,,,,,,,,
14.53261362,0.00004429,-0.00004429,0,1.730,0.690,-0.150,0,46.890000,3.600000,-3.600000,0
14.53261362,0.00004429,-0.00004429,0,1.730,0.690,-0.150,0,46.890000,3.600000,-3.600000,0
,,,,2.161,0.127,-0.104,0,,,,
14.53261362,0.00004429,-0.00004429,0,1.830,0.300,-0.160,0,,,,
14.53253029,0.00004645,-0.00004645,0,,,,,,,,
14.53261362,0.00004429,-0.00004429,0,1.730,0.690,-0.150,0,46.890000,3.600000,-3.600000,0
14.53260546,0.00004381,-0.00004381,0,,,,0,,,,0
1.72937180,0.00000900,-0.00000900,0,1.650,0.920,-0.920,0,7.550000,0.900000,-0.900000,0
1.72936708,0.00000259,-0.00000259,0,1.820,0.150,-0.090,0,7.460000,1.700000,-1.700000,0
1.72936600,0.00000400,-0.00000400,0,1.800,0.870,-0.870,0,,,,
1.72936708,0.00000259,-0.00000259,0,,,,0,,,,0
1.72937253,0.00000239,-0.00000239,0,,,,,,,,
1.72936647,0.00000241,-0.00000241,0,1.870,0.560,-0.140,0,7.660000,0.497000,-0.497000,0
1.72936786,0.00000243,-0.00000243,0,,,,,,,,
,,,,1.770,0.100,-0.091,0,,,,
1.72936647,0.00000241,-0.00000241,0,1.870,0.560,-0.140,0,7.660000,0.497000,-0.497000,0
1.72936647,0.00000241,-0.00000241,0,1.770,0.120,-0.090,0,,,,
1.72936647,0.00000241,-0.00000241,0,1.870,0.560,-0.140,0,7.660000,0.497000,-0.497000,0
4.18004955,0.00000249,-0.00000249,0,3.550,1.070,-0.260,0,13.380000,0.727000,-0.727000,0
4.18010570,0.00000096,-0.00000096,0,,,,,,,,
4.18004955,0.00000249,-0.00000249,0,3.550,1.070,-0.260,0,13.380000,0.727000,-0.727000,0
4.18004955,0.00000249,-0.00000249,0,3.550,1.070,-0.260,0,13.380000,0.727000,-0.727000,0
4.18004955,0.00000249,-0.00000249,0,3.460,0.210,-0.170,0,,,,
,,,,3.339,0.176,-0.160,0,,,,
4.18006590,0.00000870,-0.00000870,0,3.100,1.700,-1.700,0,13.600000,1.600000,-1.600000,0
4.18004979,0.00000071,-0.00000071,0,,,,,,,,
4.18004300,0.00000400,-0.00000400,0,3.600,1.760,-1.760,0,,,,
4.18004808,0.00000274,-0.00000274,0,,,,0,,,,0
4.18004808,0.00000274,-0.00000274,0,3.440,0.270,-0.170,0,13.534000,0.442000,-0.442000,0
51.84688984,0.00002931,-0.00002931,0,8.730,0.700,-0.420,0,71.130000,9.100000,-9.100000,0
51.84687880,0.00002199,-0.00002199,0,,,,,,,,
51.84688575,0.00002570,-0.00002570,0,8.680,0.520,-0.420,0,,,,
51.84689150,0.00000086,-0.00000086,0,,,,,,,,
,,,,8.481,0.410,-0.401,0,,,,
51.84688575,0.00002570,-0.00002570,0,8.950,2.700,-0.650,0,72.950000,7.500000,-7.500000,0
51.84688575,0.00002570,-0.00002570,0,8.950,2.700,-0.650,0,72.950000,7.500000,-7.500000,0
51.84691300,0.00007300,-0.00007300,0,8.100,4.500,-4.500,0,72.800000,8.700000,-8.700000,0
51.84688575,0.00002570,-0.00002570,0,8.950,2.700,-0.650,0,72.950000,7.500000,-7.500000,0
51.84688984,0.00002931,-0.00002931,0,,,,0,,,,0
22.12679948,0.00009372,-0.00009372,0,2.970,1.790,-1.040,0,45.180000,8.600000,-8.600000,0
22.12672854,0.00006249,-0.00006249,0,,,,,,,,
22.12708850,0.00025660,-0.00025660,0,3.940,1.190,-1.460,0,14.060000,7.000000,-7.000000,0
,,,,1.981,0.155,-0.601,0,,,,
22.12679948,0.00009372,-0.00009372,0,1.670,0.110,-0.080,0,,,,
22.12708850,0.00025660,-0.00025660,0,,,,0,,,,0
22.12679948,0.00009372,-0.00009372,0,2.970,1.790,-1.040,0,45.180000,8.600000,-8.600000,0
22.12679948,0.00009372,-0.00009372,0,2.970,1.790,-1.040,0,45.180000,8.600000,-8.600000,0
22.12679138,0.00000470,-0.00000470,0,,,,,,,,
,,,,1.068,0.124,-0.105,0,,,,
5.94228603,0.00007914,-0.00007914,0,,,,0,,,,0
5.94227462,0.00002219,-0.00002219,0,,,,,,,,
5.94220998,0.00002335,-0.00002335,0,1.270,1.560,-0.110,0,20.270000,1.900000,-1.900000,0
5.94228603,0.00007914,-0.00007914,0,1.230,0.040,-0.080,0,21.130000,8.300000,-8.300000,0
5.94220998,0.00002335,-0.00002335,0,1.270,1.560,-0.110,0,20.270000,1.900000,-1.900000,0
5.94220998,0.00002335,-0.00002335,0,1.270,1.560,-0.110,0,20.270000,1.900000,-1.900000,0
5.94220998,0.00002335,-0.00002335,0,1.230,0.080,-0.060,0,,,,
12.25384348,0.00008837,-0.00008837,0,1.000,0.130,-0.030,0,35.900000,11.100000,-11.100000,0
12.25383217,0.00008407,-0.00008407,0,1.010,0.100,-0.110,0,,,,
12.25383217,0.00008407,-0.00008407,0,0.830,0.140,-0.070,0,37.400000,12.500000,-12.500000,0
12.25383217,0.00008407,-0.00008407,0,0.830,0.140,-0.070,0,37.400000,12.500000,-12.500000,0
12.25389070,0.00008316,-0.00008316,0,,,,,,,,
12.25384348,0.00008837,-0.00008837,0,,,,0,,,,0
,,,,1.311,0.083,-0.117,0,,,,
9.50851560,0.00010530,-0.00010530,0,1.520,0.660,-0.300,0,,,,
9.50851560,0.00010530,-0.00010530,0,1.070,0.470,-0.100,0,13.890000,6.400000,-6.400000,0
9.50848710,0.00011560,-0.00011560,0,,,,0,,,,0
9.50851560,0.00010530,-0.00010530,0,1.070,0.470,-0.100,0,13.890000,6.400000,-6.400000,0
9.50852238,0.00010975,-0.00010975,0,,,,,,,,
9.50848710,0.00011560,-0.00011560,0,1.650,0.330,-0.330,0,16.610000,2.500000,-2.500000,0
9.50851560,0.00010530,-0.00010530,0,1.070,0.470,-0.100,0,13.890000,6.400000,-6.400000,0
,,,,1.366,0.100,-0.102,0,,,,
30.45444180,0.00044500,-0.00044500,0,,,,0,,,,0
30.45491360,0.00035360,-0.00035360,0,2.300,0.990,-0.220,0,36.100000,12.400000,-12.400000,0
30.45491360,0.00035360,-0.00035360,0,2.110,0.300,-0.220,0,,,,
30.45491360,0.00035360,-0.00035360,0,2.300,0.990,-0.220,0,36.100000,12.400000,-12.400000,0
30.45444180,0.00044500,-0.00044500,0,2.600,0.820,-0.290,0,14.590000,7.200000,-7.200000,0
30.45491360,0.00035360,-0.00035360,0,2.300,0.990,-0.220,0,36.100000,12.400000,-12.400000,0
30.45445352,0.00022793,-0.00022793,0,,,,,,,,
30.45471390,0.00001427,-0.00001427,0,,,,,,,,
19.91588630,0.00012050,-0.00012050,0,1.410,0.240,-0.120,0,16.780000,6.800000,-6.800000,0
19.91586679,0.00001028,-0.00001028,0,,,,,,,,
,,,,1.637,0.332,-0.144,0,,,,
19.91577250,0.00012840,-0.00012840,0,1.470,0.240,-0.140,0,,,,
19.91577250,0.00012840,-0.00012840,0,1.420,0.260,-0.100,0,17.250000,8.100000,-8.100000,0
19.91449011,0.00007839,-0.00007839,0,,,,,,,,
19.91577250,0.00012840,-0.00012840,0,1.420,0.260,-0.100,0,17.250000,8.100000,-8.100000,0
19.91577250,0.00012840,-0.00012840,0,1.420,0.260,-0.100,0,17.250000,8.100000,-8.100000,0
19.91588630,0.00012050,-0.00012050,0,,,,0,,,,0
54.64957590,0.00098250,-0.00098250,0,2.260,1.160,-0.240,0,47.300000,19.400000,-19.400000,0
,,,,2.792,0.252,-0.213,0,,,,
54.64957590,0.00098250,-0.00098250,0,2.320,0.580,-0.290,0,,,,
54.64936790,0.00097100,-0.00097100,0,,,,0,,,,0
54.64957590,0.00098250,-0.00098250,0,2.260,1.160,-0.240,0,47.300000,19.400000,-19.400000,0
54.64957590,0.00098250,-0.00098250,0,2.260,1.160,-0.240,0,47.300000,19.400000,-19.400000,0
54.64936790,0.00097100,-0.00097100,0,2.640,0.440,-0.450,0,53.420000,2.600000,-2.600000,0
54.65379888,0.00054793,-0.00054793,0,,,,,,,,
54.64975591,0.00001483,-0.00001483,0,,,,,,,,
,,,,2.079,0.140,-0.127,0,,,,
7.31946363,0.00004683,-0.00004683,0,1.240,0.460,-0.100,0,9.790000,3.600000,-3.600000,0
7.31946363,0.00004683,-0.00004683,0,1.240,0.460,-0.100,0,9.790000,3.600000,-3.600000,0
7.31945294,0.00006160,-0.00006160,0,,,,0,,,,0
7.31946363,0.00004683,-0.00004683,0,1.240,0.460,-0.100,0,9.790000,3.600000,-3.600000,0
7.31945294,0.00006160,-0.00006160,0,5.050,0.870,-1.760,0,11.530000,1.600000,-1.600000,0
7.31946363,0.00004683,-0.00004683,0,2.130,0.850,-0.450,0,,,,
7.31891492,0.00002374,-0.00002374,0,,,,,,,,
35.79949951,,,0,8.959,,,0,,,,
35.80228450,0.00043930,-0.00043930,0,3.020,1.110,-0.250,0,7.900000,3.700000,-3.700000,0
35.80228450,0.00043930,-0.00043930,0,3.020,1.110,-0.250,0,7.900000,3.700000,-3.700000,0
35.80035721,0.00001768,-0.00001768,0,,,,,,,,
35.80228450,0.00043930,-0.00043930,0,3.020,1.110,-0.250,0,7.900000,3.700000,-3.700000,0
35.80071120,0.00037130,-0.00037130,0,,,,0,,,,0
35.80071120,0.00037130,-0.00037130,0,7.970,1.390,-2.770,0,33.860000,3.100000,-3.100000,0
39.81899320,0.00029070,-0.00029070,0,1.860,0.420,-0.370,0,,,,
39.81883200,0.00031000,-0.00031000,0,2.230,0.360,-0.490,0,23.100000,8.700000,-8.700000,0
39.81987480,0.00029169,-0.00029169,0,,,,,,,,
39.81899320,0.00029070,-0.00029070,0,1.590,0.660,-0.240,0,28.538000,0.128000,-0.128000,0
39.81899320,0.00029070,-0.00029070,0,1.590,0.660,-0.240,0,28.538000,0.128000,-0.128000,0
39.81876816,0.00000858,-0.00000858,0,,,,,,,,
39.81883200,0.00031000,-0.00031000,0,,,,0,,,,0
39.81899320,0.00029070,-0.00029070,0,1.590,0.660,-0.240,0,28.538000,0.128000,-0.128000,0
,,,,2.844,0.621,-0.176,0,,,,
6.15826988,,,0,1.652,,,0,,,,
6.15827512,0.00006927,-0.00006927,0,0.870,0.360,-0.130,0,7.170000,1.700000,-1.700000,0
6.15828666,0.00008770,-0.00008770,0,,,,0,,,,0
6.15827512,0.00006927,-0.00006927,0,0.870,0.360,-0.130,0,7.170000,1.700000,-1.700000,0
6.15827512,0.00006927,-0.00006927,0,0.870,0.360,-0.130,0,7.170000,1.700000,-1.700000,0
6.15828666,0.00008770,-0.00008770,0,1.200,0.190,-0.260,0,6.090000,2.500000,-2.500000,0
82.29475100,0.00179900,-0.00179900,0,1.670,0.720,-0.140,0,91.000000,11.500000,-11.500000,0
82.29475100,0.00179900,-0.00179900,0,1.670,0.720,-0.140,0,91.000000,11.500000,-11.500000,0
82.29286500,0.00122500,-0.00122500,0,1.820,0.250,-0.120,0,89.100000,12.100000,-12.100000,0
82.29435759,0.00002361,-0.00002361,0,,,,,,,,
82.29475100,0.00179900,-0.00179900,0,1.770,0.230,-0.180,0,,,,
82.29283985,0.00054348,-0.00054348,0,,,,,,,,
82.29286500,0.00122500,-0.00122500,0,,,,0,,,,0
82.29475100,0.00179900,-0.00179900,0,1.670,0.720,-0.140,0,91.000000,11.500000,-11.500000,0
,,,,2.547,0.185,-0.213,0,,,,
29.19898380,0.00002414,-0.00002414,0,3.770,1.610,-0.350,0,45.558000,0.252000,-0.252000,0
29.19895464,0.00000082,-0.00000082,0,,,,,,,,
29.19898380,0.00002414,-0.00002414,0,3.770,1.610,-0.350,0,45.558000,0.252000,-0.252000,0
29.19894300,0.00004100,-0.00004100,0,4.210,0.600,-0.600,0,,,,
29.19892600,0.00005500,-0.00005500,0,7.230,0.820,-0.820,0,41.000000,17.000000,-17.000000,0
29.19899219,0.00002398,-0.00002398,0,,,,0,,,,0
,,,,4.371,0.210,-0.189,0,,,,
29.19899219,0.00002398,-0.00002398,0,4.150,0.490,-0.320,0,45.270000,0.426000,-0.426000,0
29.19898380,0.00002414,-0.00002414,0,4.140,0.280,-0.200,0,,,,
29.19898380,0.00002414,-0.00002414,0,3.770,1.610,-0.350,0,45.558000,0.252000,-0.252000,0
55.32832800,0.00194600,-0.00194600,0,1.610,0.240,-0.240,0,,,,
55.32913990,0.00051740,-0.00051740,0,,,,0,,,,0
55.32909390,0.00037538,-0.00037538,0,,,,,,,,
55.32858130,0.00047270,-0.00047270,0,1.660,0.710,-0.150,0,44.800000,21.300000,-21.300000,0
55.32858130,0.00047270,-0.00047270,0,1.660,0.710,-0.150,0,44.800000,21.300000,-21.300000,0
55.32913990,0.00051740,-0.00051740,0,1.670,0.190,-0.130,0,60.800000,11.200000,-11.200000,0
,,,,1.753,0.104,-0.105,0,,,,
55.32858130,0.00047270,-0.00047270,0,1.770,0.230,-0.160,0,,,,
55.32858130,0.00047270,-0.00047270,0,1.660,0.710,-0.150,0,44.800000,21.300000,-21.300000,0
55.32914263,0.00001608,-0.00001608,0,,,,,,,,
55.32850000,0.00110000,-0.00110000,0,2.660,0.320,-0.320,0,63.000000,26.000000,-26.000000,0
160.02005970,0.00049820,-0.00049820,0,3.540,1.510,-0.330,0,187.300000,80.000000,-80.000000,0
160.02005970,0.00049820,-0.00049820,0,3.540,1.510,-0.330,0,187.300000,80.000000,-80.000000,0
160.01803200,0.00109600,-0.00109600,0,3.960,0.680,-0.680,0,,,,
160.01924070,0.00042451,-0.00042451,0,,,,,,,,
160.02005970,0.00049820,-0.00049820,0,3.840,0.240,-0.340,0,,,,
160.02005970,0.00049820,-0.00049820,0,3.540,1.510,-0.330,0,187.300000,80.000000,-80.000000,0
160.01915980,0.00052080,-0.00052080,0,4.280,0.500,-0.330,0,134.000000,66.800000,-66.800000,0
160.01720000,0.00120000,-0.00120000,0,7.310,0.840,-0.840,0,127.000000,53.000000,-53.000000,0
,,,,4.508,0.341,-0.600,0,,,,
160.01915980,0.00052080,-0.00052080,0,,,,0,,,,0
